Unnamed: 0.1,Unnamed: 0,ID,COUN,COUN_MAP,SEX,AGE,RELI,PRAC,FOCC,MOCC,FIEL,EMOT,Field1,SIT,SEX_MAP,RELI_MAP,PRAC_MAP,FOCC_MAP,MOCC_MAP,FIEL_MAP,COUN_MAP.1,model_completion
2434,2486,2487,10,brazil,2,18,2,2,7.0,6.0,5.0,4.0,sadness,I felt very sad when I saw the first list from the names of the people who entered at the University and my name wasn't there.,female,catholic,not practising,white collar academic,white collar nonacademic,law,brazil,Disappointment.
2435,2487,2488,10,brazil,2,18,2,2,7.0,6.0,5.0,5.0,disgust,"I felt disgust about all my friends. After having done a great effort to organize an evening together, and didn't work out, they put the blame on me. After this, I feel disgust towards those that blame me.",female,catholic,not practising,white collar academic,white collar nonacademic,law,brazil,Disappointment
2436,2488,2489,10,brazil,2,18,2,2,7.0,6.0,5.0,6.0,shame,I feel ashamed every time that someone makes me a positive or negative critic.,female,catholic,not practising,white collar academic,white collar nonacademic,law,brazil,Humility
2437,2489,2490,10,brazil,2,18,2,2,7.0,6.0,5.0,7.0,guilt,Yesterday I broke my sister's raio. She hears it always when she has school examinations and now she has examinations.,female,catholic,not practising,white collar academic,white collar nonacademic,law,brazil,Regret.
2438,2490,2491,10,brazil,1,19,2,2,8.0,1.0,5.0,1.0,joy,When I discovered that I and my friend would be licensed at the first call. This emotion was accompanied by a great relief. It was the coronation of a year of sacrifice and extrene discipline.,male,catholic,not practising,self-employed nonacademic,housewife,law,brazil,Joy
2439,2491,2492,10,brazil,1,19,2,2,8.0,1.0,5.0,2.0,fear,"The week before I entered to army, when we were being selected. During 5 days I had to pass 10 hours a day waiting for the answer, which at last was the worst. The fear of being convoked, of hearing the fated phrase, was constant.",male,catholic,not practising,self-employed nonacademic,housewife,law,brazil,Anxiety
2440,2492,2493,10,brazil,1,19,2,2,8.0,1.0,5.0,3.0,anger,"When I was misleaded by a person who assured that something would not occur, that I had no reason to prepccupy myself, and suddenly I saw myself implicated by the fact, because of the incompetence, and irresponsibility of that person.",male,catholic,not practising,self-employed nonacademic,housewife,law,brazil,Compassion.
2441,2493,2494,10,brazil,1,19,2,2,8.0,1.0,5.0,4.0,sadness,"When I didn't succeed to enter at the University, I felt that the college entrance course sistem prejudiced me, that my integrity, and effort weren't corresponded.",male,catholic,not practising,self-employed nonacademic,housewife,law,brazil,Disappointment.
2442,2494,2495,10,brazil,1,19,2,2,8.0,1.0,5.0,5.0,disgust,When I had to plunge in a swamp of fetid and stagnant water.,male,catholic,not practising,self-employed nonacademic,housewife,law,brazil,Disgust.
2443,2495,2496,10,brazil,1,19,2,2,8.0,1.0,5.0,6.0,shame,"When I accused unjustly a person of robbery, who proved me the contrary, almost caused a public fight.",male,catholic,not practising,self-employed nonacademic,housewife,law,brazil,Remorse
2444,2496,2497,10,brazil,1,19,2,2,8.0,1.0,5.0,7.0,guilt,"When in the initial interview for the recruiting, I don't know why, I accepted to do the test for army.",male,catholic,not practising,self-employed nonacademic,housewife,law,brazil,Uncertainty
2445,2497,2498,10,brazil,2,18,2,2,7.0,7.0,9.0,1.0,joy,I felt joy when I entered at the University.,female,catholic,not practising,white collar academic,white collar academic,other,brazil,Joy
2446,2498,2499,10,brazil,2,18,2,2,7.0,7.0,9.0,2.0,fear,"One day, when I realized that I was alone, I felt fear of loneliness.",female,catholic,not practising,white collar academic,white collar academic,other,brazil,Compassion.
2447,2499,2500,10,brazil,2,18,2,2,7.0,7.0,9.0,3.0,anger,"I felt anger when I saw that I was being misleaded by my boyfriend, he went out with other girls. I felt anger for his falsity.",female,catholic,not practising,white collar academic,white collar academic,other,brazil,Anger
2448,2500,2501,10,brazil,2,18,2,2,7.0,7.0,9.0,4.0,sadness,"When my boyfriend was changing his behavior there was something wrong, I felt sad, because it's desagreable when a relationship is ending.",female,catholic,not practising,white collar academic,white collar academic,other,brazil,Sadness
2449,2501,2502,10,brazil,2,18,2,2,7.0,7.0,9.0,5.0,disgust,"I felt disgust when I realized that I had eaten something fatty, and vomited too much.",female,catholic,not practising,white collar academic,white collar academic,other,brazil,Disgust
2450,2502,2503,10,brazil,2,18,2,2,7.0,7.0,9.0,6.0,shame,"When I realized that my bathing suit was spotted, I had became menstruated.",female,catholic,not practising,white collar academic,white collar academic,other,brazil,Embarrassment
2451,2503,2504,10,brazil,2,18,2,2,7.0,7.0,9.0,7.0,guilt,When I robbed a loop in supermarket.,female,catholic,not practising,white collar academic,white collar academic,other,brazil,Regret
2452,2504,2505,10,brazil,2,18,2,1,6.0,1.0,9.0,1.0,joy,"A meeting with the family and the friends I felt dear and loved, sharing the gladness of being together at a birthday.",female,catholic,practicing,white collar nonacademic,housewife,other,brazil,Joy
2453,2505,2506,10,brazil,2,18,2,1,6.0,1.0,9.0,2.0,fear,When I saw a horror film.,female,catholic,practicing,white collar nonacademic,housewife,other,brazil,Mindfulness
2454,2506,2507,10,brazil,2,18,2,1,6.0,1.0,9.0,3.0,anger,When my sister took something that belonged to me without my permission.,female,catholic,practicing,white collar nonacademic,housewife,other,brazil,Compassion
2455,2507,2508,10,brazil,2,18,2,1,6.0,1.0,9.0,4.0,sadness,When I felt alone and without love.,female,catholic,practicing,white collar nonacademic,housewife,other,brazil,Compassion
2456,2508,2509,10,brazil,2,18,2,1,6.0,1.0,9.0,5.0,disgust,When I visited a creche. The conditions weren't too precarious but the children were in conditions of physical and emotional penury.,female,catholic,practicing,white collar nonacademic,housewife,other,brazil,Compassion.
2457,2509,2510,10,brazil,2,18,2,1,6.0,1.0,9.0,6.0,shame,When I fell down.,female,catholic,practicing,white collar nonacademic,housewife,other,brazil,Mindfulness
2458,2510,2511,10,brazil,2,18,2,1,6.0,1.0,9.0,7.0,guilt,I lost a conference because I hadn't got in touch with a certain person to inform her that I would go with her. I thought she knew what I wanted.,female,catholic,practicing,white collar nonacademic,housewife,other,brazil,Regret.
2459,2511,2512,10,brazil,1,32,2,2,2.0,1.0,5.0,1.0,joy,After making an effort to enter at University I found a course and a school of higher education which were compatible with my experience and potentiality.,male,catholic,not practising,unemployed,housewife,law,brazil,Gratitude
2460,2512,2513,10,brazil,1,32,2,2,2.0,1.0,5.0,2.0,fear,I had an important amount of money with me and felt fear of being assaulted.,male,catholic,not practising,unemployed,housewife,law,brazil,Fear.
2461,2513,2514,10,brazil,1,32,2,2,2.0,1.0,5.0,3.0,anger,When I realized that the person I was courting hadn't been really by my side for a long time already. He had deceived me and I let him deceive me.,male,catholic,not practising,unemployed,housewife,law,brazil,Sadness
2462,2514,2515,10,brazil,1,32,2,2,2.0,1.0,5.0,4.0,sadness,When I noticed that I do many things to the pregiudice of myself.,male,catholic,not practising,unemployed,housewife,law,brazil,Awareness
2463,2515,2516,10,brazil,1,32,2,2,2.0,1.0,5.0,5.0,disgust,Seeing persons spending money in a shopping center with completely indifference to the misery reigning in our country.,male,catholic,not practising,unemployed,housewife,law,brazil,Compassion.
2464,2516,2517,10,brazil,1,32,2,2,2.0,1.0,5.0,6.0,shame,"I felt ashamed to be Brazilian and to live under a military dictatorship that despoiled the people, when during my military service.",male,catholic,not practising,unemployed,housewife,law,brazil,Compassion.
2465,2517,2518,10,brazil,1,32,2,2,2.0,1.0,5.0,7.0,guilt,Facing the possibility of having a child when it wasn't either desired or permitted.,male,catholic,not practising,unemployed,housewife,law,brazil,Compassion
2466,2518,2519,10,brazil,1,21,2,2,7.0,1.0,5.0,1.0,joy,I felt joy when I passed the worst phase in my life and discovered how many people considered me important to them.,male,catholic,not practising,white collar academic,housewife,law,brazil,Gratitude
2467,2519,2520,10,brazil,1,21,2,2,7.0,1.0,5.0,2.0,fear,I felt fear some months ago of losing the person whom I loved when she said to me that she didn't love me.,male,catholic,not practising,white collar academic,housewife,law,brazil,Suffering
2468,2520,2521,10,brazil,1,21,2,2,7.0,1.0,5.0,3.0,anger,"I felt much anger and perhaps I feel it till now, against my girlfriend's sister who incited her to betray me just when I needed her very much. She didn't think of anything, simply passed over everything.",male,catholic,not practising,white collar academic,housewife,law,brazil,Compassion
2469,2521,2522,10,brazil,1,21,2,2,7.0,1.0,5.0,4.0,sadness,When my dog died.,male,catholic,not practising,white collar academic,housewife,law,brazil,Compassion.
2470,2522,2523,10,brazil,1,21,2,2,7.0,1.0,5.0,5.0,disgust,About my girlfriend's sister who is a viper as I discovered some time ago.,male,catholic,not practising,white collar academic,housewife,law,brazil,Compassion
2471,2523,2524,10,brazil,1,21,2,2,7.0,1.0,5.0,6.0,shame,I felt ashamed of feeling sorry about myself when I passed through the situation of being betrayed by my girlfriend.,male,catholic,not practising,white collar academic,housewife,law,brazil,Shame
2472,2524,2525,10,brazil,1,21,2,2,7.0,1.0,5.0,7.0,guilt,I felt guilt when I betrayed the person whom I loved.,male,catholic,not practising,white collar academic,housewife,law,brazil,Guilt
2473,2525,2526,10,brazil,2,22,2,1,6.0,1.0,3.0,1.0,joy,I didn't like my former fob and felt joy when I received a telegram offering me a new one that I though better and for which I had been waiting.,female,catholic,practicing,white collar nonacademic,housewife,languages,brazil,Joy
2474,2526,2527,10,brazil,2,22,2,1,6.0,1.0,3.0,2.0,fear,"I was in a train where a fight occurred. One person who was there opened his handbag and took out a gun, another who fought too looked among his things for a weapon to fight.",female,catholic,practicing,white collar nonacademic,housewife,languages,brazil,Compassion
2475,2527,2528,10,brazil,2,22,2,1,6.0,1.0,3.0,3.0,anger,Without the employer's knowledge and even without any communication their bank accounts were changed and their personal accounts closed.,female,catholic,practicing,white collar nonacademic,housewife,languages,brazil,Compassion
2476,2528,2529,10,brazil,2,22,2,1,6.0,1.0,3.0,4.0,sadness,My brother wanted me to buy a flute with him but I didn't accept afterwards I regretted it because he became sad.,female,catholic,practicing,white collar nonacademic,housewife,languages,brazil,Compassion.
2477,2529,2530,10,brazil,2,22,2,1,6.0,1.0,3.0,5.0,disgust,I felt disgust when I saw a dead animal on the roadway.,female,catholic,practicing,white collar nonacademic,housewife,languages,brazil,Disgust
2478,2530,2531,10,brazil,2,22,2,1,6.0,1.0,3.0,6.0,shame,I was in a bus with my school material when I fell and sat on the lap of another passenger.,female,catholic,practicing,white collar nonacademic,housewife,languages,brazil,Embarrassment
2479,2531,2532,10,brazil,2,22,2,1,6.0,1.0,3.0,7.0,guilt,"When I forgot to take out money for my mother. She asked me what she would do, because I had messed up her program for the following day.",female,catholic,practicing,white collar nonacademic,housewife,languages,brazil,Regret
2480,2532,2533,10,brazil,2,18,2,1,7.0,1.0,2.0,1.0,joy,The day that my boyfriend appeared at home with a pair of rings for our wedding.,female,catholic,practicing,white collar academic,housewife,social sciences,brazil,Joy
2481,2533,2534,10,brazil,2,18,2,1,7.0,1.0,2.0,2.0,fear,"One day I was near home, kissing my boyfriend in a car when my mother appeared and asked me to go home, because she didn't know about the event.",female,catholic,practicing,white collar academic,housewife,social sciences,brazil,Embarrassment
2482,2534,2535,10,brazil,2,18,2,1,7.0,1.0,2.0,3.0,anger,"A ex-boyfriend tried to prejudice me before my fiancT and his family saying things about me that let his family worried. We had to postpone our wedding and we were already using our wedding rings. To be honest I didn't feel just anger, I felt hate.",female,catholic,practicing,white collar academic,housewife,social sciences,brazil,Compassion
